original,gt_full,gt_seg,gt_punc,pred_full,pred_seg,pred_punc,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
乃迎襄王於莒入臨淄封田單為安平君,乃 迎 襄王 於 莒 ， 入 臨淄 ， 封 田單 為 安平君 。,乃 迎 襄王 於 莒  入 臨淄  封 田單 為 安平君 ,乃迎襄王於莒，入臨淄，封田單為安平君。,乃 迎 襄王 於 莒 ， 入 臨淄 ， 封 田單 為 安平君,乃 迎 襄王 於 莒  入 臨淄  封 田單 為 安平君,乃迎襄王於莒，入臨淄，封田單為安平君,1.0,0.8,1.0,1.0,0.8
齊王以太史敫之女為後生太子建太史敫曰女不取媒因自嫁非吾種也污吾世,"齊王 以 太史敫 之 女 為 後 ， 生 太子建 。 太史敫 曰 ： "" 女 不 取 媒 ， 因 自 嫁 ， 非 吾 種 也 ， 污 吾 世 ！ """,齊王 以 太史敫 之 女 為 後  生 太子建  太史敫 曰   女 不 取 媒  因 自 嫁  非 吾 種 也  污 吾 世  ,"齊王以太史敫之女為後，生太子建。太史敫曰：""女不取媒，因自嫁，非吾種也，污吾世！""",齊 王 以 太史敫 之 女 為 後 ， 生 太子建 。 太史敫 曰 ：  女 不 取 媒 ， 因 自 嫁 ， 非 吾 種 也 ， 污 吾 世 。,齊 王 以 太史敫 之 女 為 後  生 太子建  太史敫 曰   女 不 取 媒  因 自 嫁  非 吾 種 也  污 吾 世 ,齊王以太史敫之女為後，生太子建。太史敫曰：女不取媒，因自嫁，非吾種也，污吾世。,0.9411764705882353,0.8571428571428571,0.9411764705882353,1.0,0.8067226890756302
終身不見君王后君王后亦不以不見故失人子之禮,終身 不 見 君 王后 ， 君 王后 亦 不 以 不 見 故 失 人 子 之 禮 。,終身 不 見 君 王后  君 王后 亦 不 以 不 見 故 失 人 子 之 禮 ,終身不見君王后，君王后亦不以不見故失人子之禮。,終身 不 見 君王后 ， 君王后 亦 不 以 不 見 故 失 人 子 之 禮,終身 不 見 君王后  君王后 亦 不 以 不 見 故 失 人 子 之 禮,終身不見君王后，君王后亦不以不見故失人子之禮,0.823529411764706,0.6666666666666666,0.823529411764706,1.0,0.5490196078431373
趙王封樂毅於觀津尊寵之以警動於燕齊燕惠王乃使人讓樂毅且謝之曰將軍過聽以與寡人有隙遂捐燕歸趙,"趙王 封 樂毅 於 觀津 ， 尊 寵 之 ， 以 警 動 於 燕 、 齊 。 燕惠王 乃 使 人 讓 樂毅 ， 且 謝 之 曰 ： "" 將軍 過 聽 ， 以 與 寡人 有 隙 ， 遂 捐 燕 歸 趙 。",趙王 封 樂毅 於 觀津  尊 寵 之  以 警 動 於 燕  齊  燕惠王 乃 使 人 讓 樂毅  且 謝 之 曰   將軍 過 聽  以 與 寡人 有 隙  遂 捐 燕 歸 趙 ,"趙王封樂毅於觀津，尊寵之，以警動於燕、齊。燕惠王乃使人讓樂毅，且謝之曰：""將軍過聽，以與寡人有隙，遂捐燕歸趙。",趙王 封 樂毅 於 觀津 ， 尊寵 之 ， 以 警動 於 燕 、 齊 。 燕惠王 乃 使 人 讓 樂毅 ， 且 謝 之 曰 ：  將軍 過聽 ， 以 與 寡人 有 隙 ， 遂 捐 燕 歸 趙 。,趙王 封 樂毅 於 觀津  尊寵 之  以 警動 於 燕  齊  燕惠王 乃 使 人 讓 樂毅  且 謝 之 曰   將軍 過聽  以 與 寡人 有 隙  遂 捐 燕 歸 趙 ,趙王封樂毅於觀津，尊寵之，以警動於燕、齊。燕惠王乃使人讓樂毅，且謝之曰：將軍過聽，以與寡人有隙，遂捐燕歸趙。,0.8732394366197184,1.0,0.8732394366197184,1.0,0.8732394366197184
將軍自為計則可矣而亦何以報先王之所以遇將軍之意乎樂毅報書曰昔伍子胥說聽於闔閭而吳遠跡至郢夫差弗是也賜之鴟夷而浮之江吳王不寤先論之可以立功故沈子胥而不悔子胥不蚤見主之不同量是以至於入江而不化,"將軍 自 為 計 則 可 矣 ， 而 亦 何 以 報 先王 之所以 遇 將軍 之 意 乎 ？ "" 樂毅 報 書 曰 ： "" 昔 伍子胥 說 聽 於 闔閭 而 吳 遠 跡 至 郢 ； 夫差 弗 是 也 ， 賜 之 鴟夷 而 浮 之 江 。 吳王 不 寤 先 論 之 可以 立 功 ， 故 沈子胥 而 不 悔 ； 子胥 不 蚤 見 主 之 不 同 量 ， 是以 至 於 入 江 而 不 化 。",將軍 自 為 計 則 可 矣  而 亦 何 以 報 先王 之所以 遇 將軍 之 意 乎   樂毅 報 書 曰   昔 伍子胥 說 聽 於 闔閭 而 吳 遠 跡 至 郢  夫差 弗 是 也  賜 之 鴟夷 而 浮 之 江  吳王 不 寤 先 論 之 可以 立 功  故 沈子胥 而 不 悔  子胥 不 蚤 見 主 之 不 同 量  是以 至 於 入 江 而 不 化 ,"將軍自為計則可矣，而亦何以報先王之所以遇將軍之意乎？""樂毅報書曰：""昔伍子胥說聽於闔閭而吳遠跡至郢；夫差弗是也，賜之鴟夷而浮之江。吳王不寤先論之可以立功，故沈子胥而不悔；子胥不蚤見主之不同量，是以至於入江而不化。",將軍 自 為 計 則 可 矣 ， 而 亦 何 以 報 先王 之 所以 遇 將軍 之 意 乎 ？ 樂毅 報 書 曰 ： 昔 伍子胥 說 聽 於 闔閭 ， 而 吳遠 跡 至 郢 ， 夫差 弗 是 也 ， 賜 之 鴟夷 而 浮 之 江 ， 吳王 不 寤 ， 先 論 之 可以 立 功 ， 故 沈 子胥 而 不 悔 。 子胥 不 蚤 見 主 之 不同量 ， 是以 至 於 入 江 而 不 化,將軍 自 為 計 則 可 矣  而 亦 何 以 報 先王 之 所以 遇 將軍 之 意 乎  樂毅 報 書 曰  昔 伍子胥 說 聽 於 闔閭  而 吳遠 跡 至 郢  夫差 弗 是 也  賜 之 鴟夷 而 浮 之 江  吳王 不 寤  先 論 之 可以 立 功  故 沈 子胥 而 不 悔  子胥 不 蚤 見 主 之 不同量  是以 至 於 入 江 而 不 化,將軍自為計則可矣，而亦何以報先王之所以遇將軍之意乎？樂毅報書曰：昔伍子胥說聽於闔閭，而吳遠跡至郢，夫差弗是也，賜之鴟夷而浮之江，吳王不寤，先論之可以立功，故沈子胥而不悔。子胥不蚤見主之不同量，是以至於入江而不化,0.915032679738562,0.5714285714285713,0.915032679738562,1.0,0.5228758169934639
夫免身立功以明先王之跡臣之上計也,夫 免 身 立 功 以 明 先王 之 跡 ， 臣 之 上 計 也 。,夫 免 身 立 功 以 明 先王 之 跡  臣 之 上 計 也 ,夫免身立功以明先王之跡，臣之上計也。,夫 免 身 立 功 ， 以 明 先王 之跡  ， 臣 之 上 計 也,夫 免 身 立 功  以 明 先王 之跡   臣 之 上 計 也,夫免身立功，以明先王之跡，臣之上計也,0.896551724137931,0.5,0.896551724137931,1.0,0.4482758620689655
離毀辱之誹謗墮先王之名臣之所大恐也,離 毀 辱 之 誹 謗 ， 墮 先王 之 名 ， 臣 之 所 大 恐 也 。,離 毀 辱 之 誹 謗  墮 先王 之 名  臣 之 所 大 恐 也 ,離毀辱之誹謗，墮先王之名，臣之所大恐也。,離 毀辱 之 ， 誹謗 墮 先王 之 名 ， 臣 之 所 大 恐 也,離 毀辱 之  誹謗 墮 先王 之 名  臣 之 所 大 恐 也,離毀辱之，誹謗墮先王之名，臣之所大恐也,0.7999999999999999,0.4,0.7999999999999999,1.0,0.32
臨不測之罪以幸為利義之所不敢出也,臨 不 測 之 罪 ， 以 幸 為 利 ， 義 之 所 不 敢 出 也 。,臨 不 測 之 罪  以 幸 為 利  義 之 所 不 敢 出 也 ,臨不測之罪，以幸為利，義之所不敢出也。,臨 不測 之 罪 ， 以 幸 為 利 ， 義 之 所 不 敢 出 也,臨 不測 之 罪  以 幸 為 利  義 之 所 不 敢 出 也,臨不測之罪，以幸為利，義之所不敢出也,0.9032258064516129,0.8,0.9032258064516129,1.0,0.7225806451612904
臣聞古之君子交絕不出惡聲忠臣去國不潔其名臣雖不佞數奉教於君子矣,臣 聞 古 之 君子 ， 交 絕 不 出 惡 聲 ， 忠 臣 去 國 ， 不 潔 其 名 。 臣 雖 不 佞 ， 數 奉 教 於 君子 矣 。,臣 聞 古 之 君子  交 絕 不 出 惡 聲  忠 臣 去 國  不 潔 其 名  臣 雖 不 佞  數 奉 教 於 君子 矣 ,臣聞古之君子，交絕不出惡聲，忠臣去國，不潔其名。臣雖不佞，數奉教於君子矣。,臣 聞 古 之 君子 ， 交 絕 不 出 惡聲 ， 忠臣 去 國 不 潔 其 名 。 臣 雖 不 佞 ， 數 奉 教 於 君子 矣,臣 聞 古 之 君子  交 絕 不 出 惡聲  忠臣 去 國 不 潔 其 名  臣 雖 不 佞  數 奉 教 於 君子 矣,臣聞古之君子，交絕不出惡聲，忠臣去國不潔其名。臣雖不佞，數奉教於君子矣,0.8928571428571429,0.8,0.8928571428571429,1.0,0.7142857142857144
唯君王之留意焉於是燕王復以樂毅子閒為昌國君而樂毅往來復通燕卒於趙號曰望諸君,"唯 君王 之 留意 焉 ！ "" 於是 燕王 復 以 樂毅 子 閒 為 昌國君 ， 而 樂毅 往 來 復 通 燕 ， 卒 於 趙 ， 號 曰 望諸君 。",唯 君王 之 留意 焉   於是 燕王 復 以 樂毅 子 閒 為 昌國君  而 樂毅 往 來 復 通 燕  卒 於 趙  號 曰 望諸君 ,"唯君王之留意焉！""於是燕王復以樂毅子閒為昌國君，而樂毅往來復通燕，卒於趙，號曰望諸君。",唯 君王 之 留意 焉 ， 於 是 燕王 復 以 樂毅 子閒 為 昌國君 ， 而 樂毅 往來 ， 復 通 燕 ， 卒 於 趙號 ，  曰 望諸君,唯 君王 之 留意 焉  於 是 燕王 復 以 樂毅 子閒 為 昌國君  而 樂毅 往來  復 通 燕  卒 於 趙號   曰 望諸君,唯君王之留意焉，於是燕王復以樂毅子閒為昌國君，而樂毅往來，復通燕，卒於趙號，曰望諸君,0.7692307692307692,0.4000000000000001,0.7692307692307692,1.0,0.3076923076923077
田單相齊過淄水有老人涉淄而寒出水不能行田單解其裘而衣之襄王惡之曰田單之施於人將以取我國乎不早圖恐後之變也左右顧無人巖下有貫珠者襄王呼而問之曰汝聞吾言乎對曰聞之王曰汝以為何如對曰王不如因以為己善王嘉單之善下令曰寡人憂民之饑也單收而食之寡人憂民之寒也單解裘而衣之寡人憂勞百姓而單亦憂稱寡人之意單有是善而王嘉之單之善亦王之善也王曰善乃賜單牛酒後數日貫珠者復見王曰王朝日宜召田單而揖之於庭口勞之,"田單 相 齊 ， 過 淄水 ， 有 老人 涉 淄 而 寒 ， 出 水 不 能 行 。 田單 解 其 裘 而 衣 之 。 襄王 惡 之 ， 曰 ： "" 田單 之 施 於 人 ， 將 以 取 我 國 乎 ！ 不 早 圖 ， 恐 後 之 變 也 。 "" 左右 顧 無 人 ， 巖 下 有 貫 珠 者 ， 襄王 呼 而 問 之 曰 ： "" 汝 聞 吾 言 乎 ？ "" 對 曰 ： "" 聞 之 。 "" 王 曰 ： "" 汝 以 為 何如 ？ "" 對 曰 ： "" 王 不 如 因 以 為 己 善 。 王 嘉 單 之 善 ， 下 令 曰 ： 『 寡人 憂 民 之 饑 也 ， 單 收 而 食 之 。 寡人 憂 民 之 寒 也 ， 單 解 裘 而 衣 之 。 寡人 憂勞 百姓 ， 而 單 亦 憂 ， 稱 寡人 之 意 』 單 有 是 善 而 王 嘉 之 ， 單 之 善 亦 王 之 善 也 ！ "" 王 曰 ： "" 善 。 "" 乃 賜 單 牛 酒 。 後 數 日 ， 貫 珠 者 復 見 王 曰 ： "" 王 朝 日 宜 召 田單 而 揖 之 於 庭 ， 口 勞 之 。",田單 相 齊  過 淄水  有 老人 涉 淄 而 寒  出 水 不 能 行  田單 解 其 裘 而 衣 之  襄王 惡 之  曰   田單 之 施 於 人  將 以 取 我 國 乎  不 早 圖  恐 後 之 變 也   左右 顧 無 人  巖 下 有 貫 珠 者  襄王 呼 而 問 之 曰   汝 聞 吾 言 乎   對 曰   聞 之   王 曰   汝 以 為 何如   對 曰   王 不 如 因 以 為 己 善  王 嘉 單 之 善  下 令 曰   寡人 憂 民 之 饑 也  單 收 而 食 之  寡人 憂 民 之 寒 也  單 解 裘 而 衣 之  寡人 憂勞 百姓  而 單 亦 憂  稱 寡人 之 意  單 有 是 善 而 王 嘉 之  單 之 善 亦 王 之 善 也   王 曰   善   乃 賜 單 牛 酒  後 數 日  貫 珠 者 復 見 王 曰   王 朝 日 宜 召 田單 而 揖 之 於 庭  口 勞 之 ,"田單相齊，過淄水，有老人涉淄而寒，出水不能行。田單解其裘而衣之。襄王惡之，曰：""田單之施於人，將以取我國乎！不早圖，恐後之變也。""左右顧無人，巖下有貫珠者，襄王呼而問之曰：""汝聞吾言乎？""對曰：""聞之。""王曰：""汝以為何如？""對曰：""王不如因以為己善。王嘉單之善，下令曰：『寡人憂民之饑也，單收而食之。寡人憂民之寒也，單解裘而衣之。寡人憂勞百姓，而單亦憂，稱寡人之意』單有是善而王嘉之，單之善亦王之善也！""王曰：""善。""乃賜單牛酒。後數日，貫珠者復見王曰：""王朝日宜召田單而揖之於庭，口勞之。",田單 相 齊 ， 過 淄水 ， 有 老人 涉 淄而  寒 ， 出 水 不 能 行 ， 田單 解 其 裘而  衣之  。 襄王 惡之曰  ，  ：  田單之  施 於人  ， 將 以 取 我 國 乎 ？ 不 早 圖 ， 恐 後之  變 也 。  左右 顧 無人巖  ，  下 有 貫珠 者 ， 襄王 呼而  問之曰  ，  ：  汝 聞 吾 言 乎 ？  對曰  ：  聞之王曰  。    ：  汝 以 為 何 如 ？  對曰王  ：   不如 因 以 為 己善王  。   嘉單之善    ， 下令曰  ：  寡人 憂 民之  饑 也單 ，  收而  食之  ； 寡人 憂 民之  寒 也單 ，  解 裘而  衣之  ； 寡人 憂 勞 百姓而單 ，   亦 憂稱 ，  寡人之意單有是善而王嘉之單之善亦王之善也王曰善乃賜單牛酒後數日貫珠者復見王曰王朝日宜召田單而揖之於庭口勞之,田單 相 齊  過 淄水  有 老人 涉 淄而  寒  出 水 不 能 行  田單 解 其 裘而  衣之   襄王 惡之曰      田單之  施 於人   將 以 取 我 國 乎  不 早 圖  恐 後之  變 也   左右 顧 無人巖    下 有 貫珠 者  襄王 呼而  問之曰      汝 聞 吾 言 乎   對曰    聞之王曰        汝 以 為 何 如   對曰王     不如 因 以 為 己善王     嘉單之善     下令曰    寡人 憂 民之  饑 也單   收而  食之   寡人 憂 民之  寒 也單   解 裘而  衣之   寡人 憂 勞 百姓而單    亦 憂稱   寡人之意單有是善而王嘉之單之善亦王之善也王曰善乃賜單牛酒後數日貫珠者復見王曰王朝日宜召田單而揖之於庭口勞之,田單相齊，過淄水，有老人涉淄而寒，出水不能行，田單解其裘而衣之。襄王惡之曰，：田單之施於人，將以取我國乎？不早圖，恐後之變也。左右顧無人巖，下有貫珠者，襄王呼而問之曰，：汝聞吾言乎？對曰：聞之王曰。：汝以為何如？對曰王：不如因以為己善王。嘉單之善，下令曰：寡人憂民之饑也單，收而食之；寡人憂民之寒也單，解裘而衣之；寡人憂勞百姓而單，亦憂稱，寡人之意單有是善而王嘉之單之善亦王之善也王曰善乃賜單牛酒後數日貫珠者復見王曰王朝日宜召田單而揖之於庭口勞之,0.42696629213483145,0.3939393939393939,0.42696629213483145,1.0,0.1681988423561457
乃布令求百姓之饑寒者收谷之,"乃 布 令 求 百姓 之 饑 寒 者 ， 收 谷 之 。 """,乃 布 令 求 百姓 之 饑 寒 者  收 谷 之  ,"乃布令求百姓之饑寒者，收谷之。""",乃 布 令 ， 求 百姓 之 饑寒 者 ， 收 谷 之,乃 布 令  求 百姓 之 饑寒 者  收 谷 之,乃布令，求百姓之饑寒者，收谷之,0.8695652173913043,0.5,0.8695652173913043,1.0,0.43478260869565216
乃使人聽於閭裡聞大夫之相與語者曰田單之愛人嗟乃王之教也,"乃 使 人 聽 於 閭裡 ， 聞 大夫 之 相 與 語 者 曰 ： "" 田單 之 愛 人 ， 嗟 ， 乃 王 之 教 也 ！ """,乃 使 人 聽 於 閭裡  聞 大夫 之 相 與 語 者 曰   田單 之 愛 人  嗟  乃 王 之 教 也  ,"乃使人聽於閭裡，聞大夫之相與語者曰：""田單之愛人，嗟，乃王之教也！""",乃 使 人 聽 於 閭裡 ， 聞 大夫 之 相 與 語 者 ， 曰 ：  田單 之 愛 人 ， 嗟 乃 王 之 教 也 。,乃 使 人 聽 於 閭裡  聞 大夫 之 相 與 語 者  曰   田單 之 愛 人  嗟 乃 王 之 教 也 ,乃使人聽於閭裡，聞大夫之相與語者，曰：田單之愛人，嗟乃王之教也。,1.0,0.6,1.0,1.0,0.6
田單任貂勃於王,田單 任 貂勃 於 王 。,田單 任 貂勃 於 王 ,田單任貂勃於王。,田單 任 貂勃 於 王,田單 任 貂勃 於 王,田單任貂勃於王,1.0,0.0,1.0,1.0,0.0
王有所幸臣九人欲傷安平君相與語於王曰燕之伐齊之時楚王使將軍將萬人而佐齊,"王 有 所 幸 臣 九 人 ， 欲 傷 安平君 ， 相 與 語 於 王 曰 ： "" 燕 之 伐 齊 之 時 ， 楚王 使 將軍 將 萬 人 而 佐 齊 。",王 有 所 幸 臣 九 人  欲 傷 安平君  相 與 語 於 王 曰   燕 之 伐 齊 之 時  楚王 使 將軍 將 萬 人 而 佐 齊 ,"王有所幸臣九人，欲傷安平君，相與語於王曰：""燕之伐齊之時，楚王使將軍將萬人而佐齊。",王 有 所 幸 臣 九 人 ， 欲 傷 安平君 ， 相 與 語 於 王 曰 ：  燕 之 伐 齊 之 時 ， 楚王 使 將軍 將 萬 人 而 佐 齊 。,王 有 所 幸 臣 九 人  欲 傷 安平君  相 與 語 於 王 曰   燕 之 伐 齊 之 時  楚王 使 將軍 將 萬 人 而 佐 齊 ,王有所幸臣九人，欲傷安平君，相與語於王曰：燕之伐齊之時，楚王使將軍將萬人而佐齊。,1.0,1.0,1.0,1.0,1.0
今國已定而社稷已安矣何不使使者謝於楚王王曰左右孰可九人之屬曰貂勃可貂勃使楚楚王受而觴之數月不反,"今 國 已 定 而 社稷 已 安 矣 ， 何 不 使 使者 謝 於 楚王 ？ "" 王 曰 ： "" 左 右 孰 可 ？ "" 九 人 之 屬 曰 ： "" 貂勃 可 。 "" 貂勃 使 楚 ， 楚王 受 而 觴 之 ， 數 月 不 反 。",今 國 已 定 而 社稷 已 安 矣  何 不 使 使者 謝 於 楚王   王 曰   左 右 孰 可   九 人 之 屬 曰   貂勃 可   貂勃 使 楚  楚王 受 而 觴 之  數 月 不 反 ,"今國已定而社稷已安矣，何不使使者謝於楚王？""王曰：""左右孰可？""九人之屬曰：""貂勃可。""貂勃使楚，楚王受而觴之，數月不反。",今 國 已 定 而 社稷 已 安 矣 ， 何 不 使 使 者 謝 於 楚王 ？ 王 曰 ：  左右 孰 可 ？  九人 之 屬 曰 ：  貂勃 可 。  貂勃 使 楚 ， 楚王 受 而 觴 之 ， 數月 不 反,今 國 已 定 而 社稷 已 安 矣  何 不 使 使 者 謝 於 楚王  王 曰   左右 孰 可   九人 之 屬 曰   貂勃 可   貂勃 使 楚  楚王 受 而 觴 之  數月 不 反,今國已定而社稷已安矣，何不使使者謝於楚王？王曰：左右孰可？九人之屬曰：貂勃可。貂勃使楚，楚王受而觴之，數月不反,0.8500000000000001,0.9411764705882353,0.8500000000000001,1.0,0.8
九人之屬相與語曰夫一人之身而牽留萬乘者豈不以據勢也哉,"九 人 之 屬 相 與 語 曰 ： "" 夫 一 人 之 身 而 牽 留 萬 乘 者 ， 豈 不 以 據 勢 也 哉 ！",九 人 之 屬 相 與 語 曰   夫 一 人 之 身 而 牽 留 萬 乘 者  豈 不 以 據 勢 也 哉 ,"九人之屬相與語曰：""夫一人之身而牽留萬乘者，豈不以據勢也哉！",九人 之 屬 相 與 語 曰 ：  夫 一 人 之 身 ， 而 牽 留 萬乘 者 ， 豈 不 以 據 勢 也 哉 ？,九人 之 屬 相 與 語 曰   夫 一 人 之 身  而 牽 留 萬乘 者  豈 不 以 據 勢 也 哉 ,九人之屬相與語曰：夫一人之身，而牽留萬乘者，豈不以據勢也哉？,0.8799999999999999,0.5714285714285715,0.8799999999999999,1.0,0.5028571428571429
且安平君之與王也君臣無異而上下無別,且 安平君 之 與 王 也 ， 君 臣 無 異 而 上 下 無 別 。,且 安平君 之 與 王 也  君 臣 無 異 而 上 下 無 別 ,且安平君之與王也，君臣無異而上下無別。,且 安平君 之 與 王 也 ， 君臣 無 異 ， 而 上下 無 別,且 安平君 之 與 王 也  君臣 無 異  而 上下 無 別,且安平君之與王也，君臣無異，而上下無別,0.7857142857142856,0.5,0.7857142857142856,1.0,0.3928571428571428
且其志欲為不善內撫百姓外懷戎翟禮天下之賢士其志欲有為願王察之異日王曰召相單而來,"且 其 志 欲 為 不 善 ， 內 撫 百姓 ， 外 懷 戎翟 ， 禮 天下 之 賢 士 ， 其 志 欲 有 為 ， 願 王 察 之 ！ "" 異 日 ， 王 曰 ： "" 召 相 單 而 來 ！ """,且 其 志 欲 為 不 善  內 撫 百姓  外 懷 戎翟  禮 天下 之 賢 士  其 志 欲 有 為  願 王 察 之   異 日  王 曰   召 相 單 而 來  ,"且其志欲為不善，內撫百姓，外懷戎翟，禮天下之賢士，其志欲有為，願王察之！""異日，王曰：""召相單而來！""",且 其 志 欲 為 不善 ， 內 撫 百姓 ， 外 懷 戎翟 ， 禮 天下 之 賢士 ， 其 志 欲 有 為 ， 願 王 察 之 。 異 日 ， 王 曰 ：  召 相單 而 來 。,且 其 志 欲 為 不善  內 撫 百姓  外 懷 戎翟  禮 天下 之 賢士  其 志 欲 有 為  願 王 察 之  異 日  王 曰   召 相單 而 來 ,且其志欲為不善，內撫百姓，外懷戎翟，禮天下之賢士，其志欲有為，願王察之。異日，王曰：召相單而來。,0.8695652173913043,0.7777777777777778,0.8695652173913043,1.0,0.6763285024154589
