original,gt_full,pred_full,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
三年癸卯楚趙魏韓燕同伐秦攻函谷關,三年 （ 癸卯 ） 楚 、 趙 、 魏 、 韓 、 燕 同 伐 秦 ， 攻 函谷關 。,，。：三年癸卯楚趙魏韓燕同伐秦攻函谷關。（），（、、、、），。，。，，,0.0,0.2222222222222222,0.0,1.0,0.0
秦人出兵逆之五國之師皆敗走,秦 人 出 兵 逆 之 ， 五 國 之 師 皆 敗 走 。,"，。，。：""秦人""，（），""出兵""。""逆之五國""，""""，""之師皆敗走""",0.0,0.0,0.0,1.0,0.0
宋初稱王,宋 初 稱 王 。,宋初稱王，。，，。，（）、，-:、。，,0.0,1.0,0.0,1.0,0.0
四年甲辰秦敗韓師於修魚斬首八萬級虜其將魚叟申差於濁澤,四年 （ 甲辰 ） 秦 敗 韓師 於 修魚 ， 斬 首 八萬 級 ， 虜 其 將 〈 魚叟 〉 、 申差 於 濁澤 。,"，。，。""四年甲辰""，""""，""""，""""（）。""秦敗韓師於修魚斬首八萬級虜其將魚叟申差""，""""，""""""""，""""，""於濁澤""",0.0,0.0,0.0,1.0,0.0
諸侯振恐,諸侯 振恐 。,諸侯 振 恐,0.4,0.0,0.4,1.0,0.0
齊大夫與蘇秦爭寵使人刺秦殺之,齊 大夫 與 蘇秦 爭寵 ， 使 人 刺 秦 ， 殺 之 。,，：齊大夫與蘇秦爭寵使人刺秦殺之。，。。，。，。，，,0.0,0.5,0.0,1.0,0.0
張儀說魏襄王曰梁地方不至千里卒不過三十萬地四平無名山大川之限卒戍楚韓齊趙之境守亭障者不過十萬梁之地勢固戰場也夫諸侯之約從盟於洹水之上結為兄弟以相堅也,"張儀 說 魏襄王 曰 ： "" 梁 地方 不 至 千 里 ， 卒 不 過 三十萬 ， 地 四 平 ， 無 名山 大川 之 限 ， 卒 戍 楚 、 韓 、 齊 、 趙 之 境 ， 守 亭 、 障 者 不 過 十萬 ， 梁 之 地勢 固 戰場 也 。 夫 諸侯 之 約 從 ， 盟 於 洹水 之 上 ， 結 為 兄弟 以 相 堅 也 。",張儀 說 魏襄王 曰 梁 地 方 不 至 千里 卒 不過三 十萬 地 四平 無 名 山 大 川 之 限 卒 戍 楚 韓 齊 趙 之 境 守 亭障 者 不過 十萬 梁 之 地勢 固 戰場 也 夫 諸侯 之 約 從 盟 於 洹水 之上 結 為 兄弟 以 相 堅 也,0.7521367521367521,0.0,0.7521367521367521,1.0,0.0
今親兄弟同父母尚有爭錢財相殺傷而欲恃反覆蘇秦之餘謀其不可成亦明矣大王不事秦秦下兵攻河外據卷衍酸棗劫衛取陽晉則趙不南趙不南則梁不北梁不北則從道絕從道絕則大王之國欲毋危不可得也,今 親兄弟 同 父母 ， 尚 有 爭 錢財 相 殺 傷 ， 而 欲 恃 反 覆 蘇秦 之 餘 謀 ， 其 不 可 成 亦 明 矣 ？ 大王 不 事 秦 ， 秦 下 兵 攻 河 外 ， 據 卷衍 、 酸棗 ， 劫 衛 ， 取 陽晉 ， 則 趙 不 南 ， 趙 不 南 則 梁 不 北 ， 梁 不 北 則 從 道 絕 ， 從 道 絕 則 大王 之 國 欲 毋 危 不 可 得 也 。,今 親 兄弟 同 父母 尚 有爭錢財 相 殺傷  而 欲 恃 反覆蘇 秦 之 餘謀  其 不可 成 亦 明 矣 大王 不 事 秦 秦 下 兵 攻 河外 據 卷衍  酸棗 劫 衛 取陽晉  則 趙 不 南 趙 不 南 則 梁 不 北 梁 不 北 則 從 道 絕 從 道 絕 則 大王 之 國 欲 毋 危 不 可 得 也,0.8137931034482757,0.0,0.8137931034482757,1.0,0.0
故願大王審定計議且賜骸骨,"故 願 大王 審 定 計議 ， 且 賜 骸骨 。 """,故願大王審定計議且賜骸骨,0.0,0.0,0.0,1.0,0.0
魏王乃倍從約而因儀以請成於秦張儀歸復相秦,魏王 乃 倍 從 約 ， 而 因 儀 以 請成 於 秦 。 張儀 歸 ， 復 相 秦 。,魏 王 乃 倍 從 約 而 因儀  以 請 成 於 秦 張儀歸復    相 秦,0.6060606060606061,0.0,0.6060606060606061,1.0,0.0
魯景公薨子平公旅立,魯景公 薨 ， 子 平公旅 立 。,"：，""魯景公薨子平公旅立""。，。。""""，（），",0.0,0.6666666666666666,0.0,1.0,0.0
五年乙巳巴蜀相攻擊俱告急於秦秦惠王欲伐蜀以為道險陜難至而韓又來侵猶豫未能決,五年 （ 乙巳 ） 巴 、 蜀 相 攻擊 ， 俱 告 急 於 秦 。 秦惠王 欲 伐 蜀 ， 以 為 道 險 陜 難 至 ， 而 韓 又 來 侵 ， 猶豫 未 能 決 。,"，。，""""""""。，""""、""""、""""。，，。，，，。：""五年乙巳巴蜀相攻擊俱告急於秦秦惠王欲伐蜀以為道險陜難至而韓又來侵猶豫未能決",0.0,0.0,0.0,1.0,0.0
司馬錯請伐蜀,司馬錯 請 伐 蜀 。,司馬錯請伐蜀。,0.0,1.0,0.0,1.0,0.0
張儀曰不如伐韓王曰請聞其說儀曰親魏善楚下兵三川攻新城宜陽以臨二周之郊據九鼎按圖籍挾天子以令於天下天下莫敢不聽此王業也臣聞爭名者於朝爭利者於市今三川周室天下之朝市也而王不爭焉顧爭於戎翟去王業遠矣,"張儀 曰 ： "" 不如 伐 韓 。 "" 王 曰 ： "" 請 聞 其 說 。 "" 儀 曰 ： "" 親 魏 ， 善 楚 ， 下 兵 三 川 ， 攻 新城 、 宜陽 ， 以 臨 二 周 之 郊 ， 據 九 鼎 ， 按 圖籍 ， 挾 天子 以 令 於 天下 ， 天下 莫 敢 不 聽 ， 此 王 業 也 。 臣 聞 爭 名 者 於 朝 ， 爭 利 者 於 市 。 今 三 川 、 周室 ， 天下 之 朝市 也 ， 而 王 不 爭 焉 ， 顧 爭 於 戎翟 ， 去 王業 遠 矣 。 """,，。，，。，。，（）、，-:、。，。，，。：張儀曰不如伐韓王曰請聞其說儀曰親魏善楚下兵三川攻新城宜陽以臨二周之郊據九鼎按圖籍挾天子以令於天下天下莫敢不聽此王業也臣聞爭名者於朝爭利者於市今三川周室天下之朝市也而王不爭焉顧爭於戎翟去王業遠矣。,0.0,0.07999999999999999,0.0,1.0,0.0
司馬錯曰不然臣聞欲富國者務廣其地欲強兵者務富其民欲王者務博其德三資者備而王隨之矣今王地小民貧故臣願先從事於易,"司馬錯 曰 ： "" 不 然 。 臣 聞 欲 富 國 者 務 廣 其 地 ， 欲 強 兵 者 務 富 其 民 ， 欲 王 者 務 博 其 德 ， 三 資 者 備 而 王 隨 之 矣 。 今 王 地 小 民 貧 ， 故 臣 願 先 從 事 於 易 。",司馬錯 曰 不 然 臣 聞 欲 富 國 者 務廣  其 地 欲 強 兵 者 務 富 其 民 欲 王 者 務 博 其 德 三 資 者 備 而 王 隨 之 矣 今 王 地 小 民貧  故 臣願  先 從 事 於 易,0.9108910891089108,0.0,0.9108910891089108,1.0,0.0
夫蜀西僻之國而戎翟之長也有桀紂之亂以秦攻之譬如使豺狼逐群羊得其地足以廣國取其財足以富民繕兵不傷眾而彼已服焉,夫 蜀 ， 西 僻 之 國 而 戎翟 之 長 也 ， 有 桀 、 紂 之 亂 ； 以 秦 攻 之 ， 譬如 使 豺狼 逐 群 羊 ； 得 其 地 足以 廣 國 ， 取 其 財 足以 富 民 ， 繕 兵 不 傷 眾 而 彼 已 服 焉 。,夫 蜀 西 僻 之 國 而 戎翟  之 長 也  有 桀 紂 之 亂  以 秦 攻 之  譬如  使 豺 狼 逐 群 羊  得 其 地足  以廣   國  取 其 財足  以  富 民  繕 兵  不 傷眾   而 彼 已 服 焉 ,0.8421052631578947,0.0,0.8421052631578947,1.0,0.0
拔一國而天下不以為暴利盡四海而天下不以為貪是我一舉而名實附也而又有禁暴止亂之名今攻韓劫天子惡名也而未必利也又有不義之名而攻天下所不欲危矣臣請論其故周天下之宗室也,拔 一 國 而 天下 不 以 為 暴 ， 利 盡 四海 而 天下 不 以 為 貪 ， 是 我 一 舉 而 名 實 附 也 ， 而 又 有 禁 暴 止 亂 之 名 。 今 攻 韓 ， 劫 天子 ， 惡名 也 ， 而 未 必 利 也 ； 又 有 不 義 之 名 ， 而 攻 天下 所 不 欲 ， 危 矣 。 臣 請 論 其 故 ： 周 ， 天下 之 宗室 也 。,拔 一 國 而 天下 不 以 為 暴 利盡  四 海 而 天下 不 以 為 貪 是 我 一舉  而 名 實 附 也 而 又 有 禁 暴 止亂  之 名 今 攻 韓 劫 天子 惡 名 也 而 未 必 利 也 又 有 不 義 之 名 而 攻 天下 所 不 欲 危 矣 臣 請 論 其 故 周 天下 之 宗室 也,0.8951048951048951,0.0,0.8951048951048951,1.0,0.0
齊韓之與國也,齊 ， 韓 之 與 國 也 。,齊 韓 之 與 國 也,1.0,0.0,1.0,1.0,0.0
周自知失九鼎韓自知亡三川將二國併力合謀以因乎齊趙而求解乎楚魏以鼎與楚以地與魏王弗能止也此臣之所謂危也不如伐蜀完,"周 自 知 失 九 鼎 ， 韓 自 知 亡 三 川 ， 將 二 國 併 力 合 謀 ， 以 因 乎 齊 、 趙 而 求 解 乎 楚 、 魏 ， 以 鼎 與 楚 ， 以 地 與 魏 ， 王 弗 能 止 也 。 此 臣 之 所 謂 危 也 。 不如 伐 蜀 完 。 """,周 自 知 失 九 鼎 韓 自 知 亡 三 川 將 二 國併  力 合 謀 以 因 乎 齊 趙 而 求 解 乎 楚 魏 以 鼎 與 楚 以 地 與 魏 王 弗 能 止 也  此 臣 之 所 謂 危 也  不 如 伐 蜀 完 ,0.9444444444444444,0.0,0.9444444444444444,1.0,0.0
王從錯計起兵伐蜀十月取之,王 從 錯 計 ， 起 兵 伐 蜀 ： 十月 取 之 。,"：，""王從錯計起兵伐蜀十月取之""。，。。""""（），。""",0.0,0.5,0.0,1.0,0.0
貶蜀王更號為侯而使陳莊相蜀,貶 蜀王 ， 更 號 為 侯 ； 而 使 陳莊 相 蜀 。,貶 蜀 王 更 號 為 侯 而  使  陳莊  相 蜀 ,0.8695652173913043,0.0,0.8695652173913043,1.0,0.0
蜀既屬秦秦以益強富厚輕諸侯,蜀 既 屬 秦 ， 秦 以 益 強 ， 富厚 ， 輕 諸侯 。,，。，。：蜀既屬秦秦以益強富厚輕諸侯。，。。，。,0.0,0.4,0.0,1.0,0.0
蘇秦既死秦弟代厲亦以遊說顯於諸侯,蘇秦 既 死 ， 秦弟 代 、 厲 亦 以 遊說 顯 於 諸侯 。,蘇 秦 既 死 秦 弟 代 厲 亦 以 遊 說顯  於 諸侯,0.6153846153846153,0.0,0.6153846153846153,1.0,0.0
燕相子之與蘇代婚欲得燕權蘇代使於齊而還燕王噲問曰齊王其霸乎,"燕 相 子之 與 蘇代 婚 ， 欲 得 燕 權 。 蘇代 使 於 齊 而 還 ， 燕王噲 問 曰 ： "" 齊王 其 霸 乎 ？ """,燕 相 子之 與 蘇代 婚 欲 得 燕 權 蘇代 使 於 齊 而 還 燕 王噲  問 曰 齊 王 其 霸 乎,0.8749999999999999,0.0,0.8749999999999999,1.0,0.0
對曰不能王曰何故對曰不信其臣於是燕王專任子之鹿毛壽謂燕王曰人之謂堯賢者以其能讓天下也今王以國讓子之是王與堯同名也燕王因屬國於子之子之大重或曰禹薦益而以啟人為吏及老而以啟為不足任天下傳之於益啟與交黨攻益奪之天下謂禹名傳天下於益而實令啟自取之,"對 曰 ： "" 不 能 。 "" 王 曰 ： "" 何 故 ？ "" 對 曰 ： "" 不 信 其 臣 。 "" 於是 燕王 專 任 子之 。 鹿毛壽 謂 燕王 曰 ： 人 之 謂 堯 賢 者 ， 以 其 能 讓 天下 也 。 今 王 以 國 讓 子之 ， 是 王 與 堯 同 名 也 。 燕王 因 屬 國 於 子之 ， 子之 大 重 。 或 曰 ： "" 禹 薦 益 而 以 啟 人 為 吏 ， 及 老 而 以 啟 為 不 足 任 天下 ， 傳 之 於 益 。 啟 與 交 黨 攻 益 ， 奪 之 ， 天下 謂 禹 名 傳 天下 於 益 而 實 令 啟 自 取 之 。",，。，，。：。，，；，，，。，，。：對曰不能王曰何故對曰不信其臣於是燕王專任子之鹿毛壽謂燕王曰人之謂堯賢者以其能讓天下也今王以國讓子之是王與堯同名也燕王因屬國於子之子之大重或曰禹薦益而以啟人為吏及老而以啟為不足任天下傳之於益啟與交黨攻益奪之天下謂禹名傳天下於益而實令啟自取之。，、,0.0,0.0909090909090909,0.0,1.0,0.0
今王言屬國於子之而吏無非太子人者是名屬子之而實太子用事也王因收印綬自三百石吏已上而效之子之,"今 王 言 屬 國 於 子之 而 吏 無 非 太子 人 者 ， 是 名 屬 子之 而 實 太子 用 事 也 。 "" 王 因 收 印綬 ， 自 三百 石 吏 已 上 而 效 之 子之 。",今 王 言 屬 國 於 子 之 而 吏 無 非 太 子 人 者 是 名 屬 子 之 而 實 太 子 用事  也 王 因 收 印 綬 自 三 百 石 吏 已 上 而 效 之 子 之,0.7073170731707317,0.0,0.7073170731707317,1.0,0.0
子之南面行王事而噲老不聽政顧為臣國事皆決於子之,子之 南 面 行 王事 ， 而 噲 老 ， 不 聽政 ， 顧 為 臣 ， 國事 皆 決 於 子之 。,"，。，。：子之南面行王事而噲老不聽政顧為臣國事皆決於子之。""""（），""""（）",0.0,0.33333333333333337,0.0,1.0,0.0
六年丙午王崩子赧王延立,六年 （ 丙午 ） 王 崩 ， 子 赧王 延 立 。,，：六年丙午王崩子赧王延立。，。。，，，。，,0.0,0.4,0.0,1.0,0.0
赧王上元年丁未秦人侵義渠得二十五城,赧王 上 元年 （ 丁未 ） 秦 人 侵 義渠 ， 得 二十五 城 。,，。，。：- 赧王上元年：，，。，。- 丁未秦人侵義渠得二十五城：,0.0,0.0,0.0,1.0,0.0
魏人叛秦秦人伐魏取曲沃而歸其人又敗韓於岸門韓太子倉入質於秦以和,魏人 叛 秦 ， 秦 人 伐 魏 ， 取 曲沃 而 歸 其 人 。 又 敗 韓 於 岸門 ， 韓 太子倉 入 質 於 秦 以 和 。,魏人叛秦 秦人伐魏取曲沃而歸其人 又敗韓於岸門 韓太子倉入質於秦以和。,0.0,0.33333333333333337,0.0,1.0,0.0
燕子之為王三年國內大亂將軍市被與太子平謀攻子之齊王令人謂太子曰寡人聞太子將飭君臣之義明父子之位寡人之國唯太子所以令之,"燕子 之 為 王 三 年 ， 國 內 大亂 。 將軍 市被 與 太子平 謀 攻 子之 。 齊王 令 人 謂 太子 曰 ： "" 寡人 聞 太子 將 飭 君 臣 之 義 ， 明 父 子 之 位 ， 寡人 之 國 ， 唯 太子 所以 令 之 。 """,燕子之為王三年國內大亂將軍市被與太子平謀攻子之齊王令人謂太子曰寡人聞太子將飭君臣之義明父子之位 寡人之國唯太子所以令之。,0.0,0.2222222222222222,0.0,1.0,0.0
太子因要黨聚眾使市被攻子之不克市被反攻太子構難數月死者數萬人百姓恫恐,太子 因 要 黨 聚 眾 ， 使 市被 攻 子之 ， 不 克 。 市被 反 攻 太子 。 構難 數 月 ， 死 者 數 萬 人 ， 百姓 恫恐 。,，。，。，，。，，。，。：太子因要黨聚眾使市被攻子之不克市被反攻太子構難數月死者數萬人百姓恫恐,0.0,0.0,0.0,1.0,0.0
齊王令章子將五都之兵因北地之眾以伐燕,齊王 令 章子 將 五 都 之 兵 ， 因 北地 之 眾 以 伐 燕 。,"齊，。，王令章子將。""五都之兵因""，""北地之眾以伐燕""。：（） （）",0.0,0.3333333333333333,0.0,1.0,0.0
燕士卒不戰城門不閉齊人取子之醢之遂殺燕王噲,燕 士卒 不 戰 ， 城門 不 閉 。 齊人 取 子之 ， 醢 之 ， 遂 殺 燕王噲 。,燕 士 卒 不戰  城 門 不 閉 齊 人 取 子 之醢  之  遂 殺 燕 王噲 ,0.42424242424242425,0.0,0.42424242424242425,1.0,0.0
齊王問孟子曰或謂寡人勿取燕或謂寡人取之以萬乘之國伐萬乘之國五旬而舉之人力不至於此不取必有天殃,"齊王 問 孟子 曰 ： "" 或 謂 寡人 勿 取 燕 ， 或 謂 寡人 取 之 。 以 萬 乘 之 國 伐 萬 乘 之 國 ， 五 旬 而 舉 之 ， 人 力 不 至 於 此 ； 不 取 ， 必 有 天殃 。",齊 王 問 孟子 曰 或 謂 寡人 勿 取 燕 或 謂 寡人 取 之 以 萬乘 之 國伐  萬乘 之 國 五旬 而舉  之 人 力 不 至於 此 不 取 必 有 天殃 。,0.7272727272727273,0.2222222222222222,0.7272727272727273,1.0,0.1616161616161616
取之何如孟子對曰取之而燕民悅則取之古之人有行之者武王是也取之而燕民不悅則勿取古之人有行之者文王是也以萬乘之國伐萬乘之國簞食壺漿以迎王師豈有他哉避水火也如水益深如火益熱亦運而已矣,"取 之 何如 ？ "" 孟子 對 曰 ： "" 取 之 而 燕 民 悅 則 取 之 ， 古 之 人 有 行 之 者 ， 武王 是 也 。 取 之 而 燕 民 不 悅 則 勿 取 ， 古 之 人 有 行 之 者 ， 文王 是 也 。 以 萬 乘 之 國 伐 萬 乘 之 國 ， 簞食 壺漿 以 迎 王師 ， 豈 有 他 哉 ？ 避 水 火 也 。 如 水 益 深 ， 如 火 益 熱 ， 亦 運 而已 矣 ！ """,取之  何如  孟子  對  曰取之    而  燕民悅    則取之    古之    人  有  行之  者  武王  是  也取之    而  燕民  不悅    則  勿取    古之    人  有  行之  者  文王  是  也  以  萬乘之    國  伐  萬乘之    國簞    食  壺  漿  以  迎  王師  豈  有他哉避水火也如水益深如火益熱亦運而已矣 ,0.3902439024390244,0.0,0.3902439024390244,1.0,0.0
諸侯將謀救燕齊王謂孟子曰諸侯多謀伐寡人者何以待之對曰臣聞七十里為政於天下者湯是也未聞以千里畏人者也書曰徯我後後來其蘇今燕虐其民王往而征之民以為將拯己於水火之中也簞食壺漿以迎王師若殺其父兄係累其子弟毀其宗廟遷其重器,"諸侯 將 謀 救 燕 ， 齊王 謂 孟子 曰 ： "" 諸侯 多 謀 伐 寡人 者 ， 何 以 待 之 ？ "" 對 曰 ： "" 臣 聞 七十 里 為 政 於 天下 者 ， 湯 是 也 ； 未 聞 以 千 里 畏 人 者 也 。 書 曰 ： 『 徯 我 後 ， 後 來 其 蘇 。 』 今 燕 虐 其 民 ， 王 往 而 征 之 ， 民 以 為 將 拯 己 於 水火 之 中 也 ， 簞食 壺漿 以 迎 王師 。 若 殺 其 父 兄 ， 係 累 其 子 弟 ， 毀 其 宗廟 ， 遷 其 重 器 。",，。，，。，，，，。，，。：諸侯將謀救燕齊王謂孟子曰諸侯多謀伐寡人者何以待之對曰臣聞七十里為政於天下者湯是也未聞以千里畏人者也書曰徯我後後來其蘇今燕虐其民王往而征之民以為將拯己於水火之中也簞食壺漿以迎王師若殺其父兄係累其子弟毀其宗廟遷其重器。，《》,0.0,0.1,0.0,1.0,0.0
如之何其可也天下固畏齊之強也今又倍地而不行仁政是動天下之兵也王速出令反其旄倪止其重器謀於燕眾置君而後去之則猶可及止也齊王不聽,"如 之 何 其 可 也 ！ 天下 固 畏 齊 之 強 也 ， 今 又 倍 地 而 不 行 仁政 ， 是 動 天下 之 兵 也 。 王 速 出 令 。 反 其 旄倪 ， 止 其 重 器 ， 謀 於 燕 眾 ， 置 君 而 後 去 之 ， 則 猶 可 及 止 也 。 "" 齊王 不 聽 。",如 之    何  其  可  也  天下  固  畏  齊  之  強  也  今  又  倍  地  而  不  行  仁政  是  動  天下  之  兵  也  王  速  出  令  反  其  旄倪  止  其  重  器謀    於  燕  眾  置  君  而  後去之則猶可及止也齊王不聽  ,0.8431372549019609,0.0,0.8431372549019609,1.0,0.0
已而燕人叛,已而 燕人 叛 。,已 而 燕 人 叛 。,0.25,1.0,0.25,1.0,0.25
王曰吾甚慚於孟子陳賈曰王無患焉乃見孟子曰周公何人也曰古聖人也陳賈曰周公使管叔監商管叔以商畔也周公知其將畔而使之與,"王 曰 ： "" 吾 甚 慚 於 孟子 。 "" 陳賈 曰 ： "" 王 無 患 焉 。 "" 乃 見 孟子 ， 曰 ： "" 周公 何 人 也 ？ "" 曰 ： "" 古 聖人 也 。 "" 陳賈 曰 ： "" 周公 使 管叔 監 商 ， 管叔 以 商 畔 也 。 周公 知 其 將 畔 而 使 之 與 ？ """,王 曰 吾甚慚   於 孟子陳  賈 曰 王 無 患 焉  乃 見 孟子 曰 周公  何 人 也  曰 古聖 人 也陳  賈 曰 周公  使 管叔 監 商  管叔 以 商 畔 也  周公 知 其 將 畔 而使 之與  ,0.75,0.0,0.75,1.0,0.0
曰不知也陳賈曰然則聖人亦有過與曰周公弟也管叔兄也周公之過不亦宜乎且古之君子過則改之今之君子過則順之古之君子其過也如日月之食民皆見之及其更也民皆仰之今之君子豈徒順之又從為之辭,"曰 ： "" 不 知 也 。 "" 陳賈 曰 ： "" 然 則 聖人 亦 有 過 與 ？ "" 曰 ： "" 周公 ， 弟 也 ， 管叔 ， 兄 也 ， 周公 之 過 不 亦 宜 乎 ！ 且 古 之 君子 ， 過 則 改 之 ； 今 之 君子 ， 過 則 順 之 。 古 之 君子 ， 其 過 也 如 日月 之 食 ， 民 皆 見 之 ； 及 其 更 也 ， 民 皆 仰 之 。 今 之 君子 ， 豈 徒 順 之 ， 又 從 為 之 辭 ！ """,曰 不知也  陳賈  曰  然則  聖人  亦  有過    與  曰  周公  弟也    管叔  兄也    周公之過      不亦    宜    乎  且  古之    君子過    則  改之    今之    君子過    則  順之    古之    君子  其過也      如  日月之    食  民  皆  見之    及其更也民皆仰之今之君子豈徒順之又從為之辭,0.33628318584070793,0.0,0.33628318584070793,1.0,0.0
是歲齊宣王薨子閔王地立,是 歲 ， 齊宣王 薨 ， 子 閔王地 立 。,，：是歲齊宣王薨子閔王地立。，。， 。，，，,0.0,0.5,0.0,1.0,0.0
二年戊申秦右更疾伐趙拔藺虜其將莊豹,二年 （ 戊申 ） 秦 右更 疾 伐 趙 ， 拔 藺 ， 虜 其 將 莊豹 。,二 年 戊申 秦 右 更 疾 伐 趙 拔 藺虜  其 將莊  豹,0.5185185185185186,0.0,0.5185185185185186,1.0,0.0
秦王欲伐齊患齊楚之從親乃使張儀至楚說楚王曰大王誠能聽臣閉關絕約於齊臣請獻商於之地六百里使秦女得為大王箕帚之妾秦楚嫁女娶婦長為兄弟之國楚王說而許之,"秦王 欲 伐 齊 ， 患 齊 、 楚 之 從 親 ， 乃 使 張儀 至 楚 ， 說 楚王 曰 ： "" 大王 誠 能 聽 臣 ， 閉 關 絕 約 於 齊 ， 臣 請 獻 商於 之 地 六百 里 ， 使 秦女 得 為 大王 箕帚 之 妾 ， 秦 、 楚 嫁 女 娶 婦 ， 長 為 兄弟 之 國 。 "" 楚王 說 而 許 之 。",秦王 欲伐  齊 患 齊 楚 之 從 親 乃 使 張儀 至 楚 說 楚 王 曰 大王誠  能 聽 臣閉關絕    約 於 齊 臣 請獻  商 於 之 地 六 百 里 使 秦 女 得為  大王 箕帚 之妾  秦 楚 嫁 女 娶婦  長為  兄弟 之 國 楚 王 說 而 許 之,0.6495726495726496,0.0,0.6495726495726496,1.0,0.0
群臣皆賀陳軫獨吊,群 臣 皆 賀 ， 陳軫 獨 吊 。,群臣皆賀陳軫獨吊，。，。，，。，、，,0.0,0.6666666666666666,0.0,1.0,0.0
王怒曰寡人不興師而得六百里地何吊也對曰不然以臣觀之商於之地不可得而齊秦合齊秦合則患必至矣王曰有說乎對曰夫秦之所以重楚者以其有齊也,"王 怒 曰 ： "" 寡人 不 興 師 而 得 六百 里 地 ， 何 吊 也 ？ "" 對 曰 ： "" 不 然 。 以 臣 觀 之 ， 商於 之 地 不 可 得 而 齊 、 秦 合 ， 齊 、 秦 合 則 患 必 至 矣 。 "" 王 曰 ： "" 有 說 乎 ？ "" 對 曰 ： "" 夫 秦 之所以 重 楚 者 ， 以 其 有 齊 也 。",王 怒 曰  寡人 不 興 師 而 得 六 百 里 地  何 吊 也  對 曰  不 然  以 臣 觀 之  商 於 之 地  不 可 得 而 齊 秦 合  齊 秦 合 則 患 必 至 矣  王 曰  有 說 乎  對 曰  夫 秦 之 所 以 重 楚 者  以 其 有 齊 也 ,0.9180327868852458,0.0,0.9180327868852458,1.0,0.0
今閉關絕約於齊則楚孤秦奚貪夫孤國而與之商於之地六百里張儀至秦必負王是王北絕齊交西生患於秦也兩國之兵必俱至為王計者不若陰合而陽絕於齊使人隨張儀苟與吾地絕齊未晚也王曰願陳子閉口毋復言以待寡人得地,"今 閉 關 絕 約 於 齊 則 楚 孤 ， 秦 奚 貪 夫 孤 國 而 與 之 商於 之 地 六百 里 ！ 張儀 至 秦 ， 必 負 王 。 是 王 北 絕 齊 交 ， 西 生 患 於 秦 也 ， 兩 國 之 兵 必 俱 至 。 為 王 計 者 ， 不 若 陰 合 而 陽 絕 於 齊 ， 使 人 隨 張儀 ， 苟 與 吾 地 ， 絕 齊 未 晚 也 。 "" 王 曰 ： "" 願 陳子 閉 口 ， 毋 復 言 ， 以 待 寡人 得 地 ！ """,今 閉關 絕 約 於 齊 則 楚 孤 秦 奚 貪 夫 孤 國 而 與 之 商 於 之 地 六 百 里 張儀 至 秦 必 負 王 是 王 北絕  齊 交 西 生 患 於 秦 也 兩 國 之 兵 必 俱 至 為 王 計 者 不 若 陰 合 而陽絕   於 齊 使 人 隨 張儀 苟 與 吾 地絕  齊 未 晚 也 王 曰願  陳子 閉 口 毋復  言 以待寡人得地,0.8165680473372781,0.0,0.8165680473372781,1.0,0.0
乃以相印授張儀厚賜之遂閉關絕約於齊使一將軍隨張儀至秦,乃 以 相印 授 張儀 ， 厚 賜 之 。 遂 閉 關 絕 約 於 齊 ， 使 一 將軍 隨 張儀 至 秦 。,，。，。：乃以相印授張儀厚賜之遂閉關絕約於齊使一將軍隨張儀至秦。（），，，。,0.0,0.4,0.0,1.0,0.0
張儀詳墮車不朝三月,張儀 詳 墮 車 ， 不 朝 三月 。,"：，""張儀詳墮車不朝三月""。，。。""""（），。""""",0.0,0.6666666666666666,0.0,1.0,0.0
楚王聞之曰儀以寡人絕齊未甚邪,"楚王 聞 之 ， 曰 ： "" 儀 以 寡人 絕 齊 未 甚 邪 ？ """,，。，。：楚王聞之曰儀以寡人絕齊未甚邪。。、、、、、、、,0.0,0.0,0.0,1.0,0.0
乃使勇士宋遺借宋之符北罵齊王,乃 使 勇士 宋遺 借 宋 之 符 ， 北 罵 齊王 。,，：乃使勇士宋遺借宋之符北罵齊王。，。。，，，。,0.0,0.6666666666666666,0.0,1.0,0.0
齊王大怒折節以事秦齊秦之交合,齊王 大 怒 ， 折 節 以 事 秦 ， 齊 、 秦 之 交 合 。,齊 王 大 怒 折 節 以 事 秦 齊 秦 之 交 合,0.888888888888889,0.0,0.888888888888889,1.0,0.0
張儀乃朝見楚使者曰子何不受地從某至某廣袤六里,"張儀 乃 朝 ， 見 楚 使者 曰 ： "" 子 何 不 受 地 ？ 從 某 至 某 ， 廣袤 六 里 。 """,，。，。，，。，、，。，。：張儀乃朝見楚使者曰子何不受地從某至某廣袤六里,0.0,0.0,0.0,1.0,0.0
使者怒還報楚王,使者 怒 ， 還 報 楚王 。,使者怒還報楚王，。，。，，。，、，,0.0,0.6666666666666666,0.0,1.0,0.0
楚王大怒欲發兵而攻秦陳軫曰軫可發口言乎攻之不如因賂之以一名都與之併力而攻齊是我亡地於秦取償於齊也,"楚王 大 怒 ， 欲 發 兵 而 攻 秦 。 陳軫 曰 ： "" 軫 可 發 口 言 乎 ？ 攻 之 不 如 因 賂 之 以 一 名 都 ， 與 之 併 力 而 攻 齊 ， 是 我 亡 地 於 秦 ， 取 償 於 齊 也 。",楚王大怒 欲發兵 而攻秦 陳軫 曰 軫 可發口言乎 攻之 不如 因賂之 以一名都 與之併力 而攻齊 是我亡地於秦 取償於齊 也,0.12903225806451613,0.0,0.12903225806451613,1.0,0.0
